quantile,country,year,rel_income,code,num,original
Fourth decile,Slovakia,2012,7.7,D,4,D4:Fourth decile
Fourth decile,Slovakia,2013,8.0,D,4,D4:Fourth decile
Fourth decile,Slovakia,2014,7.8,D,4,D4:Fourth decile
Fourth decile,Slovakia,2015,8.1,D,4,D4:Fourth decile
Fourth decile,Slovakia,2016,8.1,D,4,D4:Fourth decile
Fourth decile,Slovakia,2017,8.2,D,4,D4:Fourth decile
Fourth decile,Slovakia,2018,8.4,D,4,D4:Fourth decile
Fourth decile,Slovakia,2019,8.2,D,4,D4:Fourth decile
Fourth decile,Slovakia,2020,8.4,D,4,D4:Fourth decile
Fourth decile,Türkiye,2006,5.3,D,4,D4:Fourth decile
Fourth decile,Türkiye,2007,5.5,D,4,D4:Fourth decile
Fourth decile,Türkiye,2008,5.5,D,4,D4:Fourth decile
Fourth decile,Türkiye,2009,5.4,D,4,D4:Fourth decile
Fourth decile,Türkiye,2010,5.5,D,4,D4:Fourth decile
Fourth decile,Türkiye,2011,5.5,D,4,D4:Fourth decile
Fourth decile,Türkiye,2012,5.6,D,4,D4:Fourth decile
Fourth decile,Türkiye,2013,5.6,D,4,D4:Fourth decile
Fourth decile,Türkiye,2014,5.7,D,4,D4:Fourth decile
Fourth decile,Türkiye,2015,5.6,D,4,D4:Fourth decile
Fourth decile,Türkiye,2016,5.5,D,4,D4:Fourth decile
Fourth decile,Türkiye,2017,5.5,D,4,D4:Fourth decile
Fourth decile,Türkiye,2018,5.5,D,4,D4:Fourth decile
Fourth decile,Türkiye,2019,5.7,D,4,D4:Fourth decile
Fourth decile,Türkiye,2020,5.5,D,4,D4:Fourth decile
Fourth decile,United Kingdom,1995,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,1996,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,1997,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,1998,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,1999,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2000,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2001,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2005,6.6,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2006,6.8,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2007,6.8,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2008,6.7,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2009,6.9,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2010,6.7,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2011,6.7,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2012,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2013,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2014,6.9,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2015,6.8,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2016,7.0,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2017,6.7,D,4,D4:Fourth decile
Fourth decile,United Kingdom,2018,6.7,D,4,D4:Fourth decile
Fourth decile,Kosovo (under United Nations Security Council Resolution 1244/99),2018,5.7,D,4,D4:Fourth decile
Fifth decile,Albania,2017,7.6,D,5,D5:Fifth decile
Fifth decile,Albania,2018,7.8,D,5,D5:Fifth decile
Fifth decile,Albania,2019,7.8,D,5,D5:Fifth decile
Fifth decile,Albania,2020,7.9,D,5,D5:Fifth decile
Fifth decile,Austria,1995,8.0,D,5,D5:Fifth decile
Fifth decile,Austria,1996,9.0,D,5,D5:Fifth decile
Fifth decile,Austria,1997,9.0,D,5,D5:Fifth decile
Fifth decile,Austria,1998,9.0,D,5,D5:Fifth decile
Fifth decile,Austria,1999,9.0,D,5,D5:Fifth decile
Fifth decile,Austria,2000,9.0,D,5,D5:Fifth decile
Fifth decile,Austria,2001,9.0,D,5,D5:Fifth decile
Fifth decile,Austria,2003,8.4,D,5,D5:Fifth decile
Fifth decile,Austria,2004,8.6,D,5,D5:Fifth decile
Fifth decile,Austria,2005,8.5,D,5,D5:Fifth decile
Fifth decile,Austria,2006,8.6,D,5,D5:Fifth decile
Fifth decile,Austria,2007,8.5,D,5,D5:Fifth decile
Fifth decile,Austria,2008,8.5,D,5,D5:Fifth decile
Fifth decile,Austria,2009,8.5,D,5,D5:Fifth decile
Fifth decile,Austria,2010,8.4,D,5,D5:Fifth decile
Fifth decile,Austria,2011,8.5,D,5,D5:Fifth decile
Fifth decile,Austria,2012,8.5,D,5,D5:Fifth decile
Fifth decile,Austria,2013,8.6,D,5,D5:Fifth decile
Fifth decile,Austria,2014,8.4,D,5,D5:Fifth decile
Fifth decile,Austria,2015,8.6,D,5,D5:Fifth decile
Fifth decile,Austria,2016,8.5,D,5,D5:Fifth decile
Fifth decile,Austria,2017,8.4,D,5,D5:Fifth decile
Fifth decile,Austria,2018,8.6,D,5,D5:Fifth decile
Fifth decile,Austria,2019,8.5,D,5,D5:Fifth decile
Fifth decile,Austria,2020,8.6,D,5,D5:Fifth decile
Fifth decile,Austria,2021,8.7,D,5,D5:Fifth decile
Fifth decile,Belgium,1995,8.0,D,5,D5:Fifth decile
Fifth decile,Belgium,1996,8.0,D,5,D5:Fifth decile
Fifth decile,Belgium,1997,8.0,D,5,D5:Fifth decile
Fifth decile,Belgium,1998,8.0,D,5,D5:Fifth decile
Fifth decile,Belgium,1999,8.0,D,5,D5:Fifth decile
Fifth decile,Belgium,2000,8.0,D,5,D5:Fifth decile
Fifth decile,Belgium,2001,8.0,D,5,D5:Fifth decile
Fifth decile,Belgium,2003,8.4,D,5,D5:Fifth decile
Fifth decile,Belgium,2004,8.8,D,5,D5:Fifth decile
Fifth decile,Belgium,2005,8.4,D,5,D5:Fifth decile
Fifth decile,Belgium,2006,8.5,D,5,D5:Fifth decile
Fifth decile,Belgium,2007,8.7,D,5,D5:Fifth decile
Fifth decile,Belgium,2008,8.5,D,5,D5:Fifth decile
Fifth decile,Belgium,2009,8.7,D,5,D5:Fifth decile
Fifth decile,Belgium,2010,8.6,D,5,D5:Fifth decile
Fifth decile,Belgium,2011,8.6,D,5,D5:Fifth decile
Fifth decile,Belgium,2012,8.6,D,5,D5:Fifth decile
Fifth decile,Belgium,2013,8.7,D,5,D5:Fifth decile
Fifth decile,Belgium,2014,8.7,D,5,D5:Fifth decile
Fifth decile,Belgium,2015,8.6,D,5,D5:Fifth decile
Fifth decile,Belgium,2016,8.6,D,5,D5:Fifth decile
Fifth decile,Belgium,2017,8.7,D,5,D5:Fifth decile
Fifth decile,Belgium,2018,8.8,D,5,D5:Fifth decile
Fifth decile,Belgium,2019,8.8,D,5,D5:Fifth decile
Fifth decile,Belgium,2020,8.8,D,5,D5:Fifth decile
Fifth decile,Belgium,2021,8.9,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2006,8.1,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2007,8.0,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2008,7.5,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2009,8.0,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2010,8.0,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2011,7.8,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2012,8.2,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2013,7.8,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2014,7.8,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2015,7.6,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2016,7.5,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2017,7.2,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2018,7.2,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2019,6.9,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2020,7.1,D,5,D5:Fifth decile
Fifth decile,Bulgaria,2021,7.1,D,5,D5:Fifth decile
Fifth decile,Switzerland,2007,8.1,D,5,D5:Fifth decile
Fifth decile,Switzerland,2008,8.0,D,5,D5:Fifth decile
Fifth decile,Switzerland,2009,8.1,D,5,D5:Fifth decile
Fifth decile,Switzerland,2010,8.2,D,5,D5:Fifth decile
Fifth decile,Switzerland,2011,8.2,D,5,D5:Fifth decile
Fifth decile,Switzerland,2012,8.3,D,5,D5:Fifth decile
Fifth decile,Switzerland,2013,8.3,D,5,D5:Fifth decile
Fifth decile,Switzerland,2014,8.1,D,5,D5:Fifth decile
Fifth decile,Switzerland,2015,8.2,D,5,D5:Fifth decile
Fifth decile,Switzerland,2016,8.2,D,5,D5:Fifth decile
Fifth decile,Switzerland,2017,8.1,D,5,D5:Fifth decile
Fifth decile,Switzerland,2018,8.2,D,5,D5:Fifth decile
Fifth decile,Switzerland,2019,8.1,D,5,D5:Fifth decile
Fifth decile,Switzerland,2020,8.0,D,5,D5:Fifth decile
Fifth decile,Cyprus,2005,8.3,D,5,D5:Fifth decile
Fifth decile,Cyprus,2006,8.2,D,5,D5:Fifth decile
Fifth decile,Cyprus,2007,8.2,D,5,D5:Fifth decile
Fifth decile,Cyprus,2008,8.2,D,5,D5:Fifth decile
Fifth decile,Cyprus,2009,8.1,D,5,D5:Fifth decile
Fifth decile,Cyprus,2010,8.1,D,5,D5:Fifth decile
Fifth decile,Cyprus,2011,8.1,D,5,D5:Fifth decile
Fifth decile,Cyprus,2012,7.9,D,5,D5:Fifth decile
Fifth decile,Cyprus,2013,7.6,D,5,D5:Fifth decile
Fifth decile,Cyprus,2014,7.3,D,5,D5:Fifth decile
Fifth decile,Cyprus,2015,7.5,D,5,D5:Fifth decile
Fifth decile,Cyprus,2016,7.7,D,5,D5:Fifth decile
Fifth decile,Cyprus,2017,7.8,D,5,D5:Fifth decile
Fifth decile,Cyprus,2018,8.2,D,5,D5:Fifth decile
Fifth decile,Cyprus,2019,8.0,D,5,D5:Fifth decile
Fifth decile,Cyprus,2020,8.1,D,5,D5:Fifth decile
Fifth decile,Cyprus,2021,8.0,D,5,D5:Fifth decile
Fifth decile,Czechia,2005,8.4,D,5,D5:Fifth decile
Fifth decile,Czechia,2006,8.4,D,5,D5:Fifth decile
Fifth decile,Czechia,2007,8.4,D,5,D5:Fifth decile
Fifth decile,Czechia,2008,8.5,D,5,D5:Fifth decile
Fifth decile,Czechia,2009,8.4,D,5,D5:Fifth decile
Fifth decile,Czechia,2010,8.5,D,5,D5:Fifth decile
Fifth decile,Czechia,2011,8.5,D,5,D5:Fifth decile
Fifth decile,Czechia,2012,8.5,D,5,D5:Fifth decile
Fifth decile,Czechia,2013,8.4,D,5,D5:Fifth decile
Fifth decile,Czechia,2014,8.5,D,5,D5:Fifth decile
Fifth decile,Czechia,2015,8.4,D,5,D5:Fifth decile
Fifth decile,Czechia,2016,8.5,D,5,D5:Fifth decile
Fifth decile,Czechia,2017,8.5,D,5,D5:Fifth decile
Fifth decile,Czechia,2018,8.6,D,5,D5:Fifth decile
Fifth decile,Czechia,2019,8.6,D,5,D5:Fifth decile
Fifth decile,Czechia,2020,8.5,D,5,D5:Fifth decile
Fifth decile,Czechia,2021,8.4,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),1995,8.0,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),1996,9.0,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),1997,9.0,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),1998,9.0,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),1999,9.0,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2000,9.0,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2001,9.0,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2005,8.6,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2006,8.6,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2007,8.3,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2008,8.2,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2009,8.3,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2010,8.3,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2011,8.3,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2012,8.4,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2013,8.2,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2014,8.3,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2015,8.3,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2016,8.3,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2017,8.3,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2018,8.2,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2019,8.5,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2020,8.2,D,5,D5:Fifth decile
Fifth decile,Germany (until 1990 former territory of the FRG),2021,8.1,D,5,D5:Fifth decile
Fifth decile,Denmark,2003,8.8,D,5,D5:Fifth decile
Fifth decile,Denmark,2004,8.9,D,5,D5:Fifth decile
Fifth decile,Denmark,2005,9.1,D,5,D5:Fifth decile
Fifth decile,Denmark,2006,9.0,D,5,D5:Fifth decile
Fifth decile,Denmark,2007,8.9,D,5,D5:Fifth decile
Fifth decile,Denmark,2008,8.8,D,5,D5:Fifth decile
Fifth decile,Denmark,2009,9.2,D,5,D5:Fifth decile
Fifth decile,Denmark,2010,9.0,D,5,D5:Fifth decile
Fifth decile,Denmark,2011,8.7,D,5,D5:Fifth decile
Fifth decile,Denmark,2012,8.7,D,5,D5:Fifth decile
Fifth decile,Denmark,2013,8.7,D,5,D5:Fifth decile
Fifth decile,Denmark,2014,8.5,D,5,D5:Fifth decile
Fifth decile,Denmark,2015,8.5,D,5,D5:Fifth decile
Fifth decile,Denmark,2016,8.4,D,5,D5:Fifth decile
Fifth decile,Denmark,2017,8.5,D,5,D5:Fifth decile
Fifth decile,Denmark,2018,8.5,D,5,D5:Fifth decile
Fifth decile,Denmark,2019,8.5,D,5,D5:Fifth decile
Fifth decile,Denmark,2020,8.6,D,5,D5:Fifth decile
Fifth decile,Denmark,2021,8.5,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,8.1,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,8.2,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,8.2,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,8.2,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,8.2,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,8.2,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,8.2,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,8.2,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,8.2,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,8.3,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,8.3,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,8.3,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,8.3,D,5,D5:Fifth decile
Fifth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 12 countries (2001-2006),1995,8.0,D,5,D5:Fifth decile
Fifth decile,Euro area - 12 countries (2001-2006),1996,8.0,D,5,D5:Fifth decile
Fifth decile,Euro area - 12 countries (2001-2006),1997,8.0,D,5,D5:Fifth decile
Fifth decile,Euro area - 12 countries (2001-2006),1998,8.0,D,5,D5:Fifth decile
Fifth decile,Euro area - 12 countries (2001-2006),1999,8.0,D,5,D5:Fifth decile
Fifth decile,Euro area - 12 countries (2001-2006),2000,8.0,D,5,D5:Fifth decile
Fifth decile,Euro area - 12 countries (2001-2006),2001,8.0,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2004,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2005,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2006,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2007,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2008,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2009,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2010,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2011,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2012,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2013,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2014,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2015,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2016,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2017,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2018,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2019,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 18 countries (2014),2020,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2004,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2005,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2006,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2007,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2008,8.1,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2009,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2010,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2011,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2012,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2013,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2014,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2015,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2016,8.2,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2017,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2018,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2019,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2020,8.3,D,5,D5:Fifth decile
Fifth decile,Euro area - 19 countries  (2015-2022),2021,8.2,D,5,D5:Fifth decile
Fifth decile,Estonia,2004,7.3,D,5,D5:Fifth decile
Fifth decile,Estonia,2005,7.7,D,5,D5:Fifth decile
Fifth decile,Estonia,2006,7.7,D,5,D5:Fifth decile
Fifth decile,Estonia,2007,7.8,D,5,D5:Fifth decile
Fifth decile,Estonia,2008,8.2,D,5,D5:Fifth decile
Fifth decile,Estonia,2009,7.9,D,5,D5:Fifth decile
Fifth decile,Estonia,2010,7.9,D,5,D5:Fifth decile
Fifth decile,Estonia,2011,7.9,D,5,D5:Fifth decile
Fifth decile,Estonia,2012,7.8,D,5,D5:Fifth decile
Fifth decile,Estonia,2013,7.8,D,5,D5:Fifth decile
Fifth decile,Estonia,2014,7.5,D,5,D5:Fifth decile
Fifth decile,Estonia,2015,7.6,D,5,D5:Fifth decile
Fifth decile,Estonia,2016,7.9,D,5,D5:Fifth decile
Fifth decile,Estonia,2017,8.1,D,5,D5:Fifth decile
Fifth decile,Estonia,2018,8.3,D,5,D5:Fifth decile
Fifth decile,Estonia,2019,8.3,D,5,D5:Fifth decile
Fifth decile,Estonia,2020,8.3,D,5,D5:Fifth decile
Fifth decile,Estonia,2021,8.2,D,5,D5:Fifth decile
Fifth decile,Greece,1995,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,1996,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,1997,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,1998,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,1999,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2000,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2001,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2003,7.8,D,5,D5:Fifth decile
Fifth decile,Greece,2004,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2005,7.9,D,5,D5:Fifth decile
Fifth decile,Greece,2006,7.8,D,5,D5:Fifth decile
Fifth decile,Greece,2007,7.8,D,5,D5:Fifth decile
Fifth decile,Greece,2008,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2009,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2010,7.9,D,5,D5:Fifth decile
Fifth decile,Greece,2011,7.9,D,5,D5:Fifth decile
Fifth decile,Greece,2012,8.2,D,5,D5:Fifth decile
Fifth decile,Greece,2013,8.1,D,5,D5:Fifth decile
Fifth decile,Greece,2014,7.9,D,5,D5:Fifth decile
Fifth decile,Greece,2015,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2016,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2017,8.0,D,5,D5:Fifth decile
Fifth decile,Greece,2018,8.1,D,5,D5:Fifth decile
Fifth decile,Greece,2019,8.2,D,5,D5:Fifth decile
Fifth decile,Greece,2020,8.2,D,5,D5:Fifth decile
Fifth decile,Greece,2021,8.2,D,5,D5:Fifth decile
Fifth decile,Spain,1995,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,1996,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,1997,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,1998,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,1999,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2000,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2001,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2004,8.3,D,5,D5:Fifth decile
Fifth decile,Spain,2005,8.1,D,5,D5:Fifth decile
Fifth decile,Spain,2006,8.2,D,5,D5:Fifth decile
Fifth decile,Spain,2007,8.1,D,5,D5:Fifth decile
Fifth decile,Spain,2008,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2009,8.1,D,5,D5:Fifth decile
Fifth decile,Spain,2010,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2011,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2012,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2013,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2014,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2015,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2016,8.0,D,5,D5:Fifth decile
Fifth decile,Spain,2017,8.1,D,5,D5:Fifth decile
Fifth decile,Spain,2018,8.1,D,5,D5:Fifth decile
Fifth decile,Spain,2019,8.1,D,5,D5:Fifth decile
Fifth decile,Spain,2020,8.3,D,5,D5:Fifth decile
Fifth decile,Spain,2021,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,8.1,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,8.1,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,8.1,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,8.2,D,5,D5:Fifth decile
Fifth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,8.2,D,5,D5:Fifth decile
