quantile,geo,TIME_PERIOD,OBS_VALUE
Seventh decile,France,2013,10.1
Seventh decile,France,2014,10.2
Seventh decile,France,2015,10.2
Seventh decile,France,2016,10.1
Seventh decile,France,2017,10.2
Seventh decile,France,2018,10.2
Seventh decile,France,2019,10.0
Seventh decile,France,2020,10.3
Seventh decile,France,2021,10.4
Seventh decile,Croatia,2010,10.8
Seventh decile,Croatia,2011,10.9
Seventh decile,Croatia,2012,11.0
Seventh decile,Croatia,2013,11.1
Seventh decile,Croatia,2014,11.0
Seventh decile,Croatia,2015,11.0
Seventh decile,Croatia,2016,11.1
Seventh decile,Croatia,2017,11.1
Seventh decile,Croatia,2018,11.1
Seventh decile,Croatia,2019,10.9
Seventh decile,Croatia,2020,11.0
Seventh decile,Croatia,2021,11.0
Seventh decile,Hungary,2005,10.3
Seventh decile,Hungary,2006,10.0
Seventh decile,Hungary,2007,10.5
Seventh decile,Hungary,2008,10.5
Seventh decile,Hungary,2009,10.5
Seventh decile,Hungary,2010,10.6
Seventh decile,Hungary,2011,10.6
Seventh decile,Hungary,2012,10.5
Seventh decile,Hungary,2013,10.4
Seventh decile,Hungary,2014,10.4
Seventh decile,Hungary,2015,10.7
Seventh decile,Hungary,2016,10.6
Seventh decile,Hungary,2017,10.7
Seventh decile,Hungary,2018,10.5
Seventh decile,Hungary,2019,10.6
Seventh decile,Hungary,2020,10.8
Seventh decile,Hungary,2021,10.7
Seventh decile,Ireland,1995,10.0
Seventh decile,Ireland,1996,10.0
Seventh decile,Ireland,1997,10.0
Seventh decile,Ireland,1998,10.0
Seventh decile,Ireland,1999,10.0
Seventh decile,Ireland,2000,11.0
Seventh decile,Ireland,2001,11.0
Seventh decile,Ireland,2003,10.9
Seventh decile,Ireland,2004,10.6
Seventh decile,Ireland,2005,10.6
Seventh decile,Ireland,2006,10.4
Seventh decile,Ireland,2007,10.7
Seventh decile,Ireland,2008,10.4
Seventh decile,Ireland,2009,10.6
Seventh decile,Ireland,2010,10.2
Seventh decile,Ireland,2011,10.6
Seventh decile,Ireland,2012,10.6
Seventh decile,Ireland,2013,10.5
Seventh decile,Ireland,2014,10.5
Seventh decile,Ireland,2015,10.6
Seventh decile,Ireland,2016,10.7
Seventh decile,Ireland,2017,10.5
Seventh decile,Ireland,2018,10.3
Seventh decile,Ireland,2019,10.4
Seventh decile,Ireland,2020,10.4
Seventh decile,Ireland,2021,10.6
Seventh decile,Iceland,2004,10.5
Seventh decile,Iceland,2005,10.3
Seventh decile,Iceland,2006,10.2
Seventh decile,Iceland,2007,10.1
Seventh decile,Iceland,2008,10.2
Seventh decile,Iceland,2009,9.9
Seventh decile,Iceland,2010,10.3
Seventh decile,Iceland,2011,10.5
Seventh decile,Iceland,2012,10.6
Seventh decile,Iceland,2013,10.5
Seventh decile,Iceland,2014,10.5
Seventh decile,Iceland,2015,10.3
Seventh decile,Iceland,2016,10.4
Seventh decile,Iceland,2017,10.4
Seventh decile,Iceland,2018,10.5
Seventh decile,Italy,1995,11.0
Seventh decile,Italy,1996,11.0
Seventh decile,Italy,1997,11.0
Seventh decile,Italy,1998,11.0
Seventh decile,Italy,1999,11.0
Seventh decile,Italy,2000,11.0
Seventh decile,Italy,2001,11.0
Seventh decile,Italy,2004,10.5
Seventh decile,Italy,2005,10.5
Seventh decile,Italy,2006,10.6
Seventh decile,Italy,2007,10.7
Seventh decile,Italy,2008,10.8
Seventh decile,Italy,2009,10.7
Seventh decile,Italy,2010,10.7
Seventh decile,Italy,2011,10.7
Seventh decile,Italy,2012,10.6
Seventh decile,Italy,2013,10.7
Seventh decile,Italy,2014,10.8
Seventh decile,Italy,2015,10.9
Seventh decile,Italy,2016,10.9
Seventh decile,Italy,2017,10.9
Seventh decile,Italy,2018,10.8
Seventh decile,Italy,2019,10.8
Seventh decile,Italy,2020,10.8
Seventh decile,Italy,2021,10.7
Seventh decile,Lithuania,2005,10.4
Seventh decile,Lithuania,2006,10.2
Seventh decile,Lithuania,2007,10.4
Seventh decile,Lithuania,2008,10.4
Seventh decile,Lithuania,2009,10.3
Seventh decile,Lithuania,2010,10.2
Seventh decile,Lithuania,2011,10.8
Seventh decile,Lithuania,2012,10.8
Seventh decile,Lithuania,2013,10.5
Seventh decile,Lithuania,2014,10.3
Seventh decile,Lithuania,2015,10.4
Seventh decile,Lithuania,2016,10.5
Seventh decile,Lithuania,2017,10.3
Seventh decile,Lithuania,2018,10.4
Seventh decile,Lithuania,2019,10.5
Seventh decile,Lithuania,2020,10.3
Seventh decile,Lithuania,2021,10.2
Seventh decile,Luxembourg,1995,10.0
Seventh decile,Luxembourg,1996,11.0
Seventh decile,Luxembourg,1997,11.0
Seventh decile,Luxembourg,1998,11.0
Seventh decile,Luxembourg,1999,10.0
Seventh decile,Luxembourg,2000,11.0
Seventh decile,Luxembourg,2001,11.0
Seventh decile,Luxembourg,2003,10.3
Seventh decile,Luxembourg,2004,10.6
Seventh decile,Luxembourg,2005,10.5
Seventh decile,Luxembourg,2006,10.5
Seventh decile,Luxembourg,2007,10.6
Seventh decile,Luxembourg,2008,10.5
Seventh decile,Luxembourg,2009,10.4
Seventh decile,Luxembourg,2010,10.7
Seventh decile,Luxembourg,2011,10.8
Seventh decile,Luxembourg,2012,10.7
Seventh decile,Luxembourg,2013,10.4
Seventh decile,Luxembourg,2014,10.7
Seventh decile,Luxembourg,2015,10.6
Seventh decile,Luxembourg,2016,10.8
Seventh decile,Luxembourg,2017,10.8
Seventh decile,Luxembourg,2018,10.6
Seventh decile,Luxembourg,2019,10.5
Seventh decile,Luxembourg,2020,10.7
Seventh decile,Luxembourg,2021,10.8
Seventh decile,Latvia,2005,10.3
Seventh decile,Latvia,2006,10.3
Seventh decile,Latvia,2007,10.6
Seventh decile,Latvia,2008,10.7
Seventh decile,Latvia,2009,10.7
Seventh decile,Latvia,2010,10.4
Seventh decile,Latvia,2011,10.6
Seventh decile,Latvia,2012,10.4
Seventh decile,Latvia,2013,10.6
Seventh decile,Latvia,2014,10.4
Seventh decile,Latvia,2015,10.6
Seventh decile,Latvia,2016,10.7
Seventh decile,Latvia,2017,10.9
Seventh decile,Latvia,2018,10.8
Seventh decile,Latvia,2019,10.6
Seventh decile,Latvia,2020,10.6
Seventh decile,Latvia,2021,10.6
Seventh decile,Montenegro,2013,11.0
Seventh decile,Montenegro,2014,11.4
Seventh decile,Montenegro,2015,11.0
Seventh decile,Montenegro,2016,11.0
Seventh decile,Montenegro,2017,10.5
Seventh decile,Montenegro,2018,11.2
Seventh decile,Montenegro,2019,11.2
Seventh decile,Montenegro,2020,11.0
Seventh decile,North Macedonia,2012,11.0
Seventh decile,North Macedonia,2013,11.0
Seventh decile,North Macedonia,2014,11.1
Seventh decile,North Macedonia,2015,11.2
Seventh decile,North Macedonia,2016,11.1
Seventh decile,North Macedonia,2017,11.4
Seventh decile,North Macedonia,2018,11.4
Seventh decile,North Macedonia,2019,11.5
Seventh decile,North Macedonia,2020,11.5
Seventh decile,Malta,2005,10.9
Seventh decile,Malta,2006,10.8
Seventh decile,Malta,2007,10.8
Seventh decile,Malta,2008,10.8
Seventh decile,Malta,2009,10.9
Seventh decile,Malta,2010,10.6
Seventh decile,Malta,2011,10.8
Seventh decile,Malta,2012,10.7
Seventh decile,Malta,2013,10.7
Seventh decile,Malta,2014,10.7
Seventh decile,Malta,2015,10.7
Seventh decile,Malta,2016,10.6
Seventh decile,Malta,2017,10.7
Seventh decile,Malta,2018,10.7
Seventh decile,Malta,2019,10.7
Seventh decile,Malta,2020,10.5
Seventh decile,Malta,2021,10.6
Seventh decile,Netherlands,1995,10.0
Seventh decile,Netherlands,1996,10.0
Seventh decile,Netherlands,1997,10.0
Seventh decile,Netherlands,1998,11.0
Seventh decile,Netherlands,1999,11.0
Seventh decile,Netherlands,2000,11.0
Seventh decile,Netherlands,2001,11.0
Seventh decile,Netherlands,2005,10.5
Seventh decile,Netherlands,2006,10.5
Seventh decile,Netherlands,2007,10.3
Seventh decile,Netherlands,2008,10.3
Seventh decile,Netherlands,2009,10.3
Seventh decile,Netherlands,2010,10.5
Seventh decile,Netherlands,2011,10.6
Seventh decile,Netherlands,2012,10.5
Seventh decile,Netherlands,2013,10.5
Seventh decile,Netherlands,2014,10.6
Seventh decile,Netherlands,2015,10.4
Seventh decile,Netherlands,2016,10.6
Seventh decile,Netherlands,2017,10.6
Seventh decile,Netherlands,2018,10.6
Seventh decile,Netherlands,2019,10.6
Seventh decile,Netherlands,2020,10.4
Seventh decile,Netherlands,2021,10.7
Seventh decile,Norway,2003,10.1
Seventh decile,Norway,2004,10.3
Seventh decile,Norway,2005,10.0
Seventh decile,Norway,2006,10.2
Seventh decile,Norway,2007,10.8
Seventh decile,Norway,2008,10.6
Seventh decile,Norway,2009,10.6
Seventh decile,Norway,2010,10.7
Seventh decile,Norway,2011,10.7
Seventh decile,Norway,2012,10.7
Seventh decile,Norway,2013,10.8
Seventh decile,Norway,2014,10.6
Seventh decile,Norway,2015,10.7
Seventh decile,Norway,2016,10.6
Seventh decile,Norway,2017,10.6
Seventh decile,Norway,2018,10.7
Seventh decile,Norway,2019,10.7
Seventh decile,Norway,2020,10.6
Seventh decile,Poland,2005,10.3
Seventh decile,Poland,2006,10.5
Seventh decile,Poland,2007,10.3
Seventh decile,Poland,2008,10.3
Seventh decile,Poland,2009,10.4
Seventh decile,Poland,2010,10.5
Seventh decile,Poland,2011,10.5
Seventh decile,Poland,2012,10.5
Seventh decile,Poland,2013,10.5
Seventh decile,Poland,2014,10.5
Seventh decile,Poland,2015,10.5
Seventh decile,Poland,2016,10.7
Seventh decile,Poland,2017,10.4
Seventh decile,Poland,2018,10.6
Seventh decile,Poland,2019,10.6
Seventh decile,Poland,2020,10.7
Seventh decile,Poland,2021,10.8
Seventh decile,Portugal,1995,10.0
Seventh decile,Portugal,1996,10.0
Seventh decile,Portugal,1997,10.0
Seventh decile,Portugal,1998,10.0
Seventh decile,Portugal,1999,10.0
Seventh decile,Portugal,2000,10.0
Seventh decile,Portugal,2001,10.0
Seventh decile,Portugal,2004,9.8
Seventh decile,Portugal,2005,9.5
Seventh decile,Portugal,2006,9.5
Seventh decile,Portugal,2007,9.9
Seventh decile,Portugal,2008,9.9
Seventh decile,Portugal,2009,9.9
Seventh decile,Portugal,2010,10.2
Seventh decile,Portugal,2011,10.1
Seventh decile,Portugal,2012,10.0
Seventh decile,Portugal,2013,10.3
Seventh decile,Portugal,2014,10.3
Seventh decile,Portugal,2015,10.3
Seventh decile,Portugal,2016,10.3
Seventh decile,Portugal,2017,10.2
Seventh decile,Portugal,2018,10.3
Seventh decile,Portugal,2019,10.3
Seventh decile,Portugal,2020,10.3
Seventh decile,Portugal,2021,10.3
Seventh decile,Romania,2007,10.4
Seventh decile,Romania,2008,10.6
Seventh decile,Romania,2009,10.7
Seventh decile,Romania,2010,10.8
Seventh decile,Romania,2011,10.9
Seventh decile,Romania,2012,11.0
Seventh decile,Romania,2013,10.9
Seventh decile,Romania,2014,11.0
Seventh decile,Romania,2015,10.8
Seventh decile,Romania,2016,11.2
Seventh decile,Romania,2017,11.3
Seventh decile,Romania,2018,11.2
Seventh decile,Romania,2019,10.9
Seventh decile,Romania,2020,11.2
Seventh decile,Romania,2021,11.2
Seventh decile,Serbia,2013,10.8
Seventh decile,Serbia,2014,11.1
Seventh decile,Serbia,2015,11.4
Seventh decile,Serbia,2016,10.9
Seventh decile,Serbia,2017,11.0
Seventh decile,Serbia,2018,11.1
Seventh decile,Serbia,2019,11.0
Seventh decile,Serbia,2020,10.7
Seventh decile,Sweden,2004,10.9
Seventh decile,Sweden,2005,10.7
Seventh decile,Sweden,2006,10.9
Seventh decile,Sweden,2007,10.7
Seventh decile,Sweden,2008,10.9
Seventh decile,Sweden,2009,10.8
Seventh decile,Sweden,2010,10.9
Seventh decile,Sweden,2011,11.0
Seventh decile,Sweden,2012,11.0
Seventh decile,Sweden,2013,10.9
Seventh decile,Sweden,2014,10.9
Seventh decile,Sweden,2015,10.9
Seventh decile,Sweden,2016,10.9
Seventh decile,Sweden,2017,10.8
Seventh decile,Sweden,2018,10.9
Seventh decile,Sweden,2019,11.0
Seventh decile,Sweden,2020,11.0
Seventh decile,Sweden,2021,10.9
Seventh decile,Slovenia,2005,10.7
Seventh decile,Slovenia,2006,10.7
Seventh decile,Slovenia,2007,10.8
Seventh decile,Slovenia,2008,10.7
Seventh decile,Slovenia,2009,10.8
Seventh decile,Slovenia,2010,10.8
Seventh decile,Slovenia,2011,10.8
Seventh decile,Slovenia,2012,10.9
Seventh decile,Slovenia,2013,10.8
Seventh decile,Slovenia,2014,10.8
Seventh decile,Slovenia,2015,10.8
Seventh decile,Slovenia,2016,10.9
Seventh decile,Slovenia,2017,10.8
Seventh decile,Slovenia,2018,10.8
Seventh decile,Slovenia,2019,10.7
Seventh decile,Slovenia,2020,10.8
Seventh decile,Slovenia,2021,10.7
Seventh decile,Slovakia,2005,10.6
Seventh decile,Slovakia,2006,10.0
Seventh decile,Slovakia,2007,10.6
Seventh decile,Slovakia,2008,10.7
Seventh decile,Slovakia,2009,10.6
Seventh decile,Slovakia,2010,10.7
Seventh decile,Slovakia,2011,10.7
Seventh decile,Slovakia,2012,10.9
Seventh decile,Slovakia,2013,10.9
Seventh decile,Slovakia,2014,10.6
Seventh decile,Slovakia,2015,11.0
Seventh decile,Slovakia,2016,10.9
Seventh decile,Slovakia,2017,10.9
Seventh decile,Slovakia,2018,11.1
Seventh decile,Slovakia,2019,11.0
Seventh decile,Slovakia,2020,11.1
Seventh decile,Türkiye,2006,9.6
Seventh decile,Türkiye,2007,9.5
Seventh decile,Türkiye,2008,9.6
Seventh decile,Türkiye,2009,9.4
Seventh decile,Türkiye,2010,9.6
Seventh decile,Türkiye,2011,9.5
Seventh decile,Türkiye,2012,9.6
Seventh decile,Türkiye,2013,9.5
Seventh decile,Türkiye,2014,9.6
Seventh decile,Türkiye,2015,9.5
Seventh decile,Türkiye,2016,9.3
Seventh decile,Türkiye,2017,9.2
Seventh decile,Türkiye,2018,9.2
Seventh decile,Türkiye,2019,9.5
Seventh decile,Türkiye,2020,9.3
Seventh decile,United Kingdom,1995,11.0
Seventh decile,United Kingdom,1996,11.0
Seventh decile,United Kingdom,1997,11.0
Seventh decile,United Kingdom,1998,11.0
Seventh decile,United Kingdom,1999,11.0
Seventh decile,United Kingdom,2000,11.0
Seventh decile,United Kingdom,2001,11.0
Seventh decile,United Kingdom,2005,10.3
Seventh decile,United Kingdom,2006,10.6
Seventh decile,United Kingdom,2007,10.4
Seventh decile,United Kingdom,2008,10.3
Seventh decile,United Kingdom,2009,10.3
Seventh decile,United Kingdom,2010,10.4
Seventh decile,United Kingdom,2011,10.3
Seventh decile,United Kingdom,2012,10.5
Seventh decile,United Kingdom,2013,10.6
Seventh decile,United Kingdom,2014,10.7
Seventh decile,United Kingdom,2015,10.5
Seventh decile,United Kingdom,2016,10.6
Seventh decile,United Kingdom,2017,10.3
Seventh decile,United Kingdom,2018,10.4
Seventh decile,Kosovo (under United Nations Security Council Resolution 1244/99),2018,10.6
Eighth decile,Albania,2017,12.9
Eighth decile,Albania,2018,12.9
Eighth decile,Albania,2019,12.8
Eighth decile,Albania,2020,12.7
Eighth decile,Austria,1995,12.0
Eighth decile,Austria,1996,12.0
Eighth decile,Austria,1997,12.0
Eighth decile,Austria,1998,12.0
Eighth decile,Austria,1999,12.0
Eighth decile,Austria,2000,12.0
Eighth decile,Austria,2001,12.0
Eighth decile,Austria,2003,11.9
Eighth decile,Austria,2004,12.0
Eighth decile,Austria,2005,11.8
Eighth decile,Austria,2006,12.0
Eighth decile,Austria,2007,11.9
Eighth decile,Austria,2008,12.1
Eighth decile,Austria,2009,12.0
Eighth decile,Austria,2010,11.9
Eighth decile,Austria,2011,12.1
Eighth decile,Austria,2012,12.0
Eighth decile,Austria,2013,12.1
Eighth decile,Austria,2014,11.9
Eighth decile,Austria,2015,12.0
Eighth decile,Austria,2016,12.1
Eighth decile,Austria,2017,12.1
Eighth decile,Austria,2018,12.0
Eighth decile,Austria,2019,12.0
Eighth decile,Austria,2020,12.1
Eighth decile,Austria,2021,12.1
Eighth decile,Belgium,1995,12.0
Eighth decile,Belgium,1996,12.0
Eighth decile,Belgium,1997,12.0
Eighth decile,Belgium,1998,12.0
Eighth decile,Belgium,1999,11.0
Eighth decile,Belgium,2000,11.0
Eighth decile,Belgium,2001,12.0
Eighth decile,Belgium,2003,12.2
Eighth decile,Belgium,2004,12.3
Eighth decile,Belgium,2005,11.9
Eighth decile,Belgium,2006,12.0
Eighth decile,Belgium,2007,12.2
Eighth decile,Belgium,2008,12.1
Eighth decile,Belgium,2009,12.2
Eighth decile,Belgium,2010,12.2
Eighth decile,Belgium,2011,12.2
Eighth decile,Belgium,2012,12.4
Eighth decile,Belgium,2013,12.3
Eighth decile,Belgium,2014,12.4
Eighth decile,Belgium,2015,12.3
Eighth decile,Belgium,2016,12.5
Eighth decile,Belgium,2017,12.3
Eighth decile,Belgium,2018,12.4
Eighth decile,Belgium,2019,12.1
Eighth decile,Belgium,2020,12.0
Eighth decile,Belgium,2021,12.1
Eighth decile,Bulgaria,2006,12.4
Eighth decile,Bulgaria,2007,12.6
Eighth decile,Bulgaria,2008,12.4
Eighth decile,Bulgaria,2009,12.5
Eighth decile,Bulgaria,2010,12.4
Eighth decile,Bulgaria,2011,12.4
Eighth decile,Bulgaria,2012,12.3
Eighth decile,Bulgaria,2013,12.1
Eighth decile,Bulgaria,2014,12.2
Eighth decile,Bulgaria,2015,12.1
Eighth decile,Bulgaria,2016,12.4
Eighth decile,Bulgaria,2017,11.9
Eighth decile,Bulgaria,2018,11.8
Eighth decile,Bulgaria,2019,11.6
Eighth decile,Bulgaria,2020,11.9
Eighth decile,Bulgaria,2021,11.6
Eighth decile,Switzerland,2007,11.9
Eighth decile,Switzerland,2008,11.8
Eighth decile,Switzerland,2009,12.0
Eighth decile,Switzerland,2010,12.0
Eighth decile,Switzerland,2011,11.9
Eighth decile,Switzerland,2012,12.1
Eighth decile,Switzerland,2013,11.9
Eighth decile,Switzerland,2014,11.9
Eighth decile,Switzerland,2015,11.9
Eighth decile,Switzerland,2016,11.9
Eighth decile,Switzerland,2017,11.8
Eighth decile,Switzerland,2018,11.9
Eighth decile,Switzerland,2019,11.9
Eighth decile,Switzerland,2020,11.9
Eighth decile,Cyprus,2005,12.2
Eighth decile,Cyprus,2006,11.9
Eighth decile,Cyprus,2007,11.7
Eighth decile,Cyprus,2008,12.0
Eighth decile,Cyprus,2009,11.9
Eighth decile,Cyprus,2010,11.9
Eighth decile,Cyprus,2011,12.0
Eighth decile,Cyprus,2012,11.9
Eighth decile,Cyprus,2013,11.7
Eighth decile,Cyprus,2014,11.5
Eighth decile,Cyprus,2015,11.8
Eighth decile,Cyprus,2016,11.9
Eighth decile,Cyprus,2017,11.9
Eighth decile,Cyprus,2018,11.9
Eighth decile,Cyprus,2019,11.5
Eighth decile,Cyprus,2020,11.8
Eighth decile,Cyprus,2021,11.7
Eighth decile,Czechia,2005,11.8
Eighth decile,Czechia,2006,11.6
Eighth decile,Czechia,2007,11.7
Eighth decile,Czechia,2008,11.6
Eighth decile,Czechia,2009,11.5
Eighth decile,Czechia,2010,11.6
Eighth decile,Czechia,2011,11.7
Eighth decile,Czechia,2012,11.6
Eighth decile,Czechia,2013,11.6
Eighth decile,Czechia,2014,11.5
Eighth decile,Czechia,2015,11.7
Eighth decile,Czechia,2016,11.7
Eighth decile,Czechia,2017,11.7
Eighth decile,Czechia,2018,11.8
Eighth decile,Czechia,2019,11.9
Eighth decile,Czechia,2020,12.0
Eighth decile,Czechia,2021,11.7
Eighth decile,Germany (until 1990 former territory of the FRG),1995,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),1996,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),1997,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),1998,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),1999,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),2000,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),2001,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),2005,11.7
Eighth decile,Germany (until 1990 former territory of the FRG),2006,11.8
Eighth decile,Germany (until 1990 former territory of the FRG),2007,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),2008,11.9
Eighth decile,Germany (until 1990 former territory of the FRG),2009,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),2010,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),2011,12.2
Eighth decile,Germany (until 1990 former territory of the FRG),2012,12.2
Eighth decile,Germany (until 1990 former territory of the FRG),2013,12.1
Eighth decile,Germany (until 1990 former territory of the FRG),2014,12.3
Eighth decile,Germany (until 1990 former territory of the FRG),2015,12.2
Eighth decile,Germany (until 1990 former territory of the FRG),2016,12.2
Eighth decile,Germany (until 1990 former territory of the FRG),2017,12.1
Eighth decile,Germany (until 1990 former territory of the FRG),2018,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),2019,12.1
Eighth decile,Germany (until 1990 former territory of the FRG),2020,12.0
Eighth decile,Germany (until 1990 former territory of the FRG),2021,12.1
Eighth decile,Denmark,2003,11.8
Eighth decile,Denmark,2004,11.8
Eighth decile,Denmark,2005,12.0
Eighth decile,Denmark,2006,11.9
Eighth decile,Denmark,2007,11.9
Eighth decile,Denmark,2008,11.8
Eighth decile,Denmark,2009,12.3
Eighth decile,Denmark,2010,12.3
Eighth decile,Denmark,2011,12.0
Eighth decile,Denmark,2012,11.9
Eighth decile,Denmark,2013,11.9
Eighth decile,Denmark,2014,11.8
Eighth decile,Denmark,2015,11.8
Eighth decile,Denmark,2016,11.7
Eighth decile,Denmark,2017,11.8
Eighth decile,Denmark,2018,11.8
Eighth decile,Denmark,2019,11.9
Eighth decile,Denmark,2020,11.7
Eighth decile,Denmark,2021,11.8
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,12.0
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,12.1
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,12.1
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,12.1
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,12.2
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,12.1
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,12.3
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,12.2
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,12.2
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,12.2
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,12.1
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,12.1
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,12.2
Eighth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,12.2
Eighth decile,Euro area - 12 countries (2001-2006),1995,12.0
Eighth decile,Euro area - 12 countries (2001-2006),1996,12.0
Eighth decile,Euro area - 12 countries (2001-2006),1997,12.0
Eighth decile,Euro area - 12 countries (2001-2006),1998,12.0
Eighth decile,Euro area - 12 countries (2001-2006),1999,12.0
Eighth decile,Euro area - 12 countries (2001-2006),2000,12.0
Eighth decile,Euro area - 12 countries (2001-2006),2001,12.0
Eighth decile,Euro area - 18 countries (2014),2004,12.2
Eighth decile,Euro area - 18 countries (2014),2005,12.0
Eighth decile,Euro area - 18 countries (2014),2006,12.1
Eighth decile,Euro area - 18 countries (2014),2007,12.2
Eighth decile,Euro area - 18 countries (2014),2008,12.0
Eighth decile,Euro area - 18 countries (2014),2009,12.1
Eighth decile,Euro area - 18 countries (2014),2010,12.1
Eighth decile,Euro area - 18 countries (2014),2011,12.1
Eighth decile,Euro area - 18 countries (2014),2012,12.2
Eighth decile,Euro area - 18 countries (2014),2013,12.1
Eighth decile,Euro area - 18 countries (2014),2014,12.3
Eighth decile,Euro area - 18 countries (2014),2015,12.2
Eighth decile,Euro area - 18 countries (2014),2016,12.2
Eighth decile,Euro area - 18 countries (2014),2017,12.2
Eighth decile,Euro area - 18 countries (2014),2018,12.1
Eighth decile,Euro area - 18 countries (2014),2019,12.1
Eighth decile,Euro area - 18 countries (2014),2020,12.2
Eighth decile,Euro area - 19 countries  (2015-2022),2004,12.2
Eighth decile,Euro area - 19 countries  (2015-2022),2005,12.0
Eighth decile,Euro area - 19 countries  (2015-2022),2006,12.1
Eighth decile,Euro area - 19 countries  (2015-2022),2007,12.2
Eighth decile,Euro area - 19 countries  (2015-2022),2008,12.0
Eighth decile,Euro area - 19 countries  (2015-2022),2009,12.1
Eighth decile,Euro area - 19 countries  (2015-2022),2010,12.1
Eighth decile,Euro area - 19 countries  (2015-2022),2011,12.1
Eighth decile,Euro area - 19 countries  (2015-2022),2012,12.2
Eighth decile,Euro area - 19 countries  (2015-2022),2013,12.1
Eighth decile,Euro area - 19 countries  (2015-2022),2014,12.3
Eighth decile,Euro area - 19 countries  (2015-2022),2015,12.2
Eighth decile,Euro area - 19 countries  (2015-2022),2016,12.2
Eighth decile,Euro area - 19 countries  (2015-2022),2017,12.2
Eighth decile,Euro area - 19 countries  (2015-2022),2018,12.1
Eighth decile,Euro area - 19 countries  (2015-2022),2019,12.1
Eighth decile,Euro area - 19 countries  (2015-2022),2020,12.2
Eighth decile,Euro area - 19 countries  (2015-2022),2021,12.2
Eighth decile,Estonia,2004,12.4
Eighth decile,Estonia,2005,12.6
Eighth decile,Estonia,2006,12.4
Eighth decile,Estonia,2007,12.2
Eighth decile,Estonia,2008,12.5
Eighth decile,Estonia,2009,12.6
Eighth decile,Estonia,2010,12.6
Eighth decile,Estonia,2011,12.5
Eighth decile,Estonia,2012,12.8
Eighth decile,Estonia,2013,12.7
Eighth decile,Estonia,2014,12.8
Eighth decile,Estonia,2015,12.7
Eighth decile,Estonia,2016,13.0
Eighth decile,Estonia,2017,13.0
Eighth decile,Estonia,2018,13.1
Eighth decile,Estonia,2019,12.9
Eighth decile,Estonia,2020,12.8
Eighth decile,Estonia,2021,12.8
Eighth decile,Greece,1995,13.0
Eighth decile,Greece,1996,13.0
Eighth decile,Greece,1997,13.0
Eighth decile,Greece,1998,13.0
Eighth decile,Greece,1999,12.0
Eighth decile,Greece,2000,13.0
Eighth decile,Greece,2001,13.0
Eighth decile,Greece,2003,12.5
Eighth decile,Greece,2004,12.9
