quantile,country,year,rel_income,code,num,original,normalized
Hundredth percentile,Lithuania,2014,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Lithuania,2015,7.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Lithuania,2016,5.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Lithuania,2017,5.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Lithuania,2018,5.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Lithuania,2019,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Lithuania,2020,5.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Lithuania,2021,5.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2003,4.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2004,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2005,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2006,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2007,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2008,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2009,6.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2010,4.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2011,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2012,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2013,5.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2014,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2015,4.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2016,4.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2017,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2018,4.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2019,5.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2020,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Luxembourg,2021,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2005,6.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2006,6.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2007,5.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2008,5.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2009,5.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2010,4.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2011,4.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2012,5.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2013,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2014,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2015,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2016,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2017,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2018,4.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2019,5.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2020,5.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Latvia,2021,5.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Montenegro,2013,5.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Montenegro,2014,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Montenegro,2015,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Montenegro,2016,5.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Montenegro,2017,5.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Montenegro,2018,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Montenegro,2019,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Montenegro,2020,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2012,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2013,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2014,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2015,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2016,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2017,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2018,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2019,3.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,North Macedonia,2020,3.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2005,3.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2006,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2007,3.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2008,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2009,3.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2010,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2011,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2012,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2013,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2014,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2015,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2016,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2017,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2018,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2019,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2020,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Malta,2021,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2005,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2006,4.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2007,5.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2008,5.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2009,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2010,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2011,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2012,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2013,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2014,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2015,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2016,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2017,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2018,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2019,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2020,6.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Netherlands,2021,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2003,8.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2004,6.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2005,10.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2006,9.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2007,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2008,5.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2009,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2010,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2011,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2012,3.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2013,3.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2014,4.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2015,4.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2016,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2017,5.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2018,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2019,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Norway,2020,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2005,5.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2006,4.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2007,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2008,5.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2009,5.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2010,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2011,5.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2012,4.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2013,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2014,4.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2015,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2016,4.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2017,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2018,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2019,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2020,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Poland,2021,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2004,6.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2005,6.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2006,6.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2007,5.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2008,6.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2009,6.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2010,5.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2011,5.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2012,5.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2013,5.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2014,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2015,5.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2016,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2017,5.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2018,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2019,5.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2020,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Portugal,2021,4.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2007,6.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2008,5.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2009,5.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2010,4.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2011,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2012,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2013,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2014,4.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2015,8.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2016,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2017,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2018,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2019,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2020,3.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Romania,2021,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Serbia,2013,5.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Serbia,2014,5.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Serbia,2015,6.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Serbia,2016,7.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Serbia,2017,5.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Serbia,2018,4.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Serbia,2019,4.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Serbia,2020,5.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2004,3.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2005,3.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2006,3.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2007,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2008,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2009,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2010,3.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2011,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2012,3.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2013,3.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2014,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2015,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2016,5.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2017,6.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2018,4.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2019,4.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2020,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Sweden,2021,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2005,3.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2006,3.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2007,3.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2008,3.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2009,3.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2010,3.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2011,3.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2012,3.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2013,3.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2014,3.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2015,3.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2016,3.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2017,3.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2018,3.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2019,3.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2020,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovenia,2021,3.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2005,4.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2006,7.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2007,4.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2008,3.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2009,3.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2010,4.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2011,4.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2012,3.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2013,3.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2014,4.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2015,3.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2016,3.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2017,3.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2018,2.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2019,2.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Slovakia,2020,2.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2006,8.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2007,9.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2008,8.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2009,9.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2010,8.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2011,8.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2012,8.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2013,8.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2014,7.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2015,7.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2016,8.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2017,10.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2018,10.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2019,9.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Türkiye,2020,10.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2005,6.8,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2006,5.6,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2007,5.7,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2008,7.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2009,5.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2010,5.5,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2011,6.2,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2012,5.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2013,4.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2014,5.3,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2015,6.0,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2016,5.4,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2017,6.1,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,United Kingdom,2018,5.9,P,100,P100:Hundredth percentile,1.0
Hundredth percentile,Kosovo (under United Nations Security Council Resolution 1244/99),2018,7.0,P,100,P100:Hundredth percentile,1.0
Second percentile,Albania,2017,0.1,P,2,P2:Second percentile,0.02
Second percentile,Albania,2018,0.1,P,2,P2:Second percentile,0.02
Second percentile,Albania,2019,0.1,P,2,P2:Second percentile,0.02
Second percentile,Albania,2020,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2003,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2004,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2005,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2006,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2007,0.3,P,2,P2:Second percentile,0.02
Second percentile,Austria,2008,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2009,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2010,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2011,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2012,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2013,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2014,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2015,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2016,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2017,0.1,P,2,P2:Second percentile,0.02
Second percentile,Austria,2018,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2019,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2020,0.2,P,2,P2:Second percentile,0.02
Second percentile,Austria,2021,0.2,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2003,0.2,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2004,0.2,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2005,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2006,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2007,0.2,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2008,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2009,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2010,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2011,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2012,0.2,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2013,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2014,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2015,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2016,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2017,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2018,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2019,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2020,0.3,P,2,P2:Second percentile,0.02
Second percentile,Belgium,2021,0.3,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2006,0.2,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2007,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2008,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2009,0.2,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2010,0.2,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2011,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2012,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2013,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2014,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2015,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2016,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2017,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2018,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2019,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2020,0.1,P,2,P2:Second percentile,0.02
Second percentile,Bulgaria,2021,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2007,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2008,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2009,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2010,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2011,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2012,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2013,0.3,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2014,0.3,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2015,0.3,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2016,0.3,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2017,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2018,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2019,0.2,P,2,P2:Second percentile,0.02
Second percentile,Switzerland,2020,0.2,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2005,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2006,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2007,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2008,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2009,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2010,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2011,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2012,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2013,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2014,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2015,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2016,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2017,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2018,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2019,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2020,0.3,P,2,P2:Second percentile,0.02
Second percentile,Cyprus,2021,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2005,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2006,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2007,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2008,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2009,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2010,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2011,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2012,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2013,0.3,P,2,P2:Second percentile,0.02
Second percentile,Czechia,2014,0.3,P,2,P2:Second percentile,0.02
