perc,year,rel_income,country
0.7,2020,10.6,Euro area - 18 countries (2014)
0.7,2004,10.6,Euro area - 19 countries  (2015-2022)
0.7,2005,10.5,Euro area - 19 countries  (2015-2022)
0.7,2006,10.5,Euro area - 19 countries  (2015-2022)
0.7,2007,10.6,Euro area - 19 countries  (2015-2022)
0.7,2008,10.5,Euro area - 19 countries  (2015-2022)
0.7,2009,10.5,Euro area - 19 countries  (2015-2022)
0.7,2010,10.5,Euro area - 19 countries  (2015-2022)
0.7,2011,10.6,Euro area - 19 countries  (2015-2022)
0.7,2012,10.6,Euro area - 19 countries  (2015-2022)
0.7,2013,10.5,Euro area - 19 countries  (2015-2022)
0.7,2014,10.6,Euro area - 19 countries  (2015-2022)
0.7,2015,10.6,Euro area - 19 countries  (2015-2022)
0.7,2016,10.6,Euro area - 19 countries  (2015-2022)
0.7,2017,10.6,Euro area - 19 countries  (2015-2022)
0.7,2018,10.6,Euro area - 19 countries  (2015-2022)
0.7,2019,10.6,Euro area - 19 countries  (2015-2022)
0.7,2020,10.6,Euro area - 19 countries  (2015-2022)
0.7,2021,10.6,Euro area - 19 countries  (2015-2022)
0.7,2004,10.2,Estonia
0.7,2005,10.4,Estonia
0.7,2006,10.5,Estonia
0.7,2007,10.3,Estonia
0.7,2008,10.7,Estonia
0.7,2009,10.6,Estonia
0.7,2010,10.6,Estonia
0.7,2011,10.7,Estonia
0.7,2012,10.8,Estonia
0.7,2013,10.5,Estonia
0.7,2014,10.6,Estonia
0.7,2015,10.7,Estonia
0.7,2016,10.9,Estonia
0.7,2017,11.1,Estonia
0.7,2018,11.1,Estonia
0.7,2019,11.1,Estonia
0.7,2020,10.9,Estonia
0.7,2021,11.0,Estonia
0.7,1995,11.0,Greece
0.7,1996,11.0,Greece
0.7,1997,11.0,Greece
0.7,1998,11.0,Greece
0.7,1999,11.0,Greece
0.7,2000,11.0,Greece
0.7,2001,11.0,Greece
0.7,2003,10.5,Greece
0.7,2004,10.8,Greece
0.7,2005,10.6,Greece
0.7,2006,10.5,Greece
0.7,2007,10.4,Greece
0.7,2008,10.5,Greece
0.7,2009,10.5,Greece
0.7,2010,10.6,Greece
0.7,2011,10.8,Greece
0.7,2012,10.7,Greece
0.7,2013,10.8,Greece
0.7,2014,10.6,Greece
0.7,2015,10.7,Greece
0.7,2016,10.8,Greece
0.7,2017,10.7,Greece
0.7,2018,10.6,Greece
0.7,2019,10.8,Greece
0.7,2020,10.7,Greece
0.7,2021,10.8,Greece
0.7,1995,11.0,Spain
0.7,1996,10.0,Spain
0.7,1997,10.0,Spain
0.7,1998,10.0,Spain
0.7,1999,11.0,Spain
0.7,2000,10.0,Spain
0.7,2001,11.0,Spain
0.7,2004,10.9,Spain
0.7,2005,10.8,Spain
0.7,2006,10.9,Spain
0.7,2007,10.9,Spain
0.7,2008,10.8,Spain
0.7,2009,10.8,Spain
0.7,2010,10.8,Spain
0.7,2011,10.8,Spain
0.7,2012,10.8,Spain
0.7,2013,10.8,Spain
0.7,2014,10.9,Spain
0.7,2015,10.9,Spain
0.7,2016,10.8,Spain
0.7,2017,11.0,Spain
0.7,2018,10.9,Spain
0.7,2019,10.9,Spain
0.7,2020,11.0,Spain
0.7,2021,11.0,Spain
0.7,2008,10.4,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2009,10.5,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2010,10.5,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2011,10.5,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2012,10.6,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2013,10.6,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2014,10.6,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2015,10.6,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2016,10.6,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2017,10.6,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2018,10.6,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,2019,10.6,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
0.7,1995,11.0,European Union - 15 countries (1995-2004)
0.7,1996,11.0,European Union - 15 countries (1995-2004)
0.7,1997,11.0,European Union - 15 countries (1995-2004)
0.7,1998,11.0,European Union - 15 countries (1995-2004)
0.7,1999,11.0,European Union - 15 countries (1995-2004)
0.7,2000,11.0,European Union - 15 countries (1995-2004)
0.7,2001,11.0,European Union - 15 countries (1995-2004)
0.7,2005,10.5,European Union - 27 countries (2007-2013)
0.7,2006,10.5,European Union - 27 countries (2007-2013)
0.7,2007,10.5,European Union - 27 countries (2007-2013)
0.7,2008,10.4,European Union - 27 countries (2007-2013)
0.7,2009,10.5,European Union - 27 countries (2007-2013)
0.7,2010,10.5,European Union - 27 countries (2007-2013)
0.7,2011,10.5,European Union - 27 countries (2007-2013)
0.7,2012,10.6,European Union - 27 countries (2007-2013)
0.7,2013,10.6,European Union - 27 countries (2007-2013)
0.7,2014,10.6,European Union - 27 countries (2007-2013)
0.7,2015,10.6,European Union - 27 countries (2007-2013)
0.7,2016,10.6,European Union - 27 countries (2007-2013)
0.7,2017,10.6,European Union - 27 countries (2007-2013)
0.7,2018,10.6,European Union - 27 countries (2007-2013)
0.7,2019,10.6,European Union - 27 countries (2007-2013)
0.7,2010,10.5,European Union - 27 countries (from 2020)
0.7,2011,10.6,European Union - 27 countries (from 2020)
0.7,2012,10.6,European Union - 27 countries (from 2020)
0.7,2013,10.6,European Union - 27 countries (from 2020)
0.7,2014,10.6,European Union - 27 countries (from 2020)
0.7,2015,10.6,European Union - 27 countries (from 2020)
0.7,2016,10.6,European Union - 27 countries (from 2020)
0.7,2017,10.6,European Union - 27 countries (from 2020)
0.7,2018,10.6,European Union - 27 countries (from 2020)
0.7,2019,10.6,European Union - 27 countries (from 2020)
0.7,2020,10.6,European Union - 27 countries (from 2020)
0.7,2021,10.6,European Union - 27 countries (from 2020)
0.7,2010,10.5,European Union - 28 countries (2013-2020)
0.7,2011,10.5,European Union - 28 countries (2013-2020)
0.7,2012,10.6,European Union - 28 countries (2013-2020)
0.7,2013,10.6,European Union - 28 countries (2013-2020)
0.7,2014,10.6,European Union - 28 countries (2013-2020)
0.7,2015,10.6,European Union - 28 countries (2013-2020)
0.7,2016,10.6,European Union - 28 countries (2013-2020)
0.7,2017,10.6,European Union - 28 countries (2013-2020)
0.7,2018,10.6,European Union - 28 countries (2013-2020)
0.7,2019,10.6,European Union - 28 countries (2013-2020)
0.7,1996,11.0,Finland
0.7,1997,11.0,Finland
0.7,1998,11.0,Finland
0.7,1999,11.0,Finland
0.7,2000,11.0,Finland
0.7,2001,11.0,Finland
0.7,2004,10.5,Finland
0.7,2005,10.5,Finland
0.7,2006,10.4,Finland
0.7,2007,10.6,Finland
0.7,2008,10.6,Finland
0.7,2009,10.6,Finland
0.7,2010,10.6,Finland
0.7,2011,10.6,Finland
0.7,2012,10.6,Finland
0.7,2013,10.6,Finland
0.7,2014,10.6,Finland
0.7,2015,10.7,Finland
0.7,2016,10.5,Finland
0.7,2017,10.5,Finland
0.7,2018,10.5,Finland
0.7,2019,10.6,Finland
0.7,2020,10.5,Finland
0.7,2021,10.5,Finland
0.7,1995,11.0,France
0.7,1996,11.0,France
0.7,1997,11.0,France
0.7,1998,11.0,France
0.7,1999,10.0,France
0.7,2000,11.0,France
0.7,2001,11.0,France
0.7,2004,10.4,France
0.7,2005,10.5,France
0.7,2006,10.4,France
0.7,2007,10.5,France
0.7,2008,10.0,France
0.7,2009,10.0,France
0.7,2010,10.1,France
0.7,2011,10.0,France
0.7,2012,10.1,France
0.7,2013,10.1,France
0.7,2014,10.2,France
0.7,2015,10.2,France
0.7,2016,10.1,France
0.7,2017,10.2,France
0.7,2018,10.2,France
0.7,2019,10.0,France
0.7,2020,10.3,France
0.7,2021,10.4,France
0.7,2010,10.8,Croatia
0.7,2011,10.9,Croatia
0.7,2012,11.0,Croatia
0.7,2013,11.1,Croatia
0.7,2014,11.0,Croatia
0.7,2015,11.0,Croatia
0.7,2016,11.1,Croatia
0.7,2017,11.1,Croatia
0.7,2018,11.1,Croatia
0.7,2019,10.9,Croatia
0.7,2020,11.0,Croatia
0.7,2021,11.0,Croatia
0.7,2005,10.3,Hungary
0.7,2006,10.0,Hungary
0.7,2007,10.5,Hungary
0.7,2008,10.5,Hungary
0.7,2009,10.5,Hungary
0.7,2010,10.6,Hungary
0.7,2011,10.6,Hungary
0.7,2012,10.5,Hungary
0.7,2013,10.4,Hungary
0.7,2014,10.4,Hungary
0.7,2015,10.7,Hungary
0.7,2016,10.6,Hungary
0.7,2017,10.7,Hungary
0.7,2018,10.5,Hungary
0.7,2019,10.6,Hungary
0.7,2020,10.8,Hungary
0.7,2021,10.7,Hungary
0.7,1995,10.0,Ireland
0.7,1996,10.0,Ireland
0.7,1997,10.0,Ireland
0.7,1998,10.0,Ireland
0.7,1999,10.0,Ireland
0.7,2000,11.0,Ireland
0.7,2001,11.0,Ireland
0.7,2003,10.9,Ireland
0.7,2004,10.6,Ireland
0.7,2005,10.6,Ireland
0.7,2006,10.4,Ireland
0.7,2007,10.7,Ireland
0.7,2008,10.4,Ireland
0.7,2009,10.6,Ireland
0.7,2010,10.2,Ireland
0.7,2011,10.6,Ireland
0.7,2012,10.6,Ireland
0.7,2013,10.5,Ireland
0.7,2014,10.5,Ireland
0.7,2015,10.6,Ireland
0.7,2016,10.7,Ireland
0.7,2017,10.5,Ireland
0.7,2018,10.3,Ireland
0.7,2019,10.4,Ireland
0.7,2020,10.4,Ireland
0.7,2021,10.6,Ireland
0.7,2004,10.5,Iceland
0.7,2005,10.3,Iceland
0.7,2006,10.2,Iceland
0.7,2007,10.1,Iceland
0.7,2008,10.2,Iceland
0.7,2009,9.9,Iceland
0.7,2010,10.3,Iceland
0.7,2011,10.5,Iceland
0.7,2012,10.6,Iceland
0.7,2013,10.5,Iceland
0.7,2014,10.5,Iceland
0.7,2015,10.3,Iceland
0.7,2016,10.4,Iceland
0.7,2017,10.4,Iceland
0.7,2018,10.5,Iceland
0.7,1995,11.0,Italy
0.7,1996,11.0,Italy
0.7,1997,11.0,Italy
0.7,1998,11.0,Italy
0.7,1999,11.0,Italy
0.7,2000,11.0,Italy
0.7,2001,11.0,Italy
0.7,2004,10.5,Italy
0.7,2005,10.5,Italy
0.7,2006,10.6,Italy
0.7,2007,10.7,Italy
0.7,2008,10.8,Italy
0.7,2009,10.7,Italy
0.7,2010,10.7,Italy
0.7,2011,10.7,Italy
0.7,2012,10.6,Italy
0.7,2013,10.7,Italy
0.7,2014,10.8,Italy
0.7,2015,10.9,Italy
0.7,2016,10.9,Italy
0.7,2017,10.9,Italy
0.7,2018,10.8,Italy
0.7,2019,10.8,Italy
0.7,2020,10.8,Italy
0.7,2021,10.7,Italy
0.7,2005,10.4,Lithuania
0.7,2006,10.2,Lithuania
0.7,2007,10.4,Lithuania
0.7,2008,10.4,Lithuania
0.7,2009,10.3,Lithuania
0.7,2010,10.2,Lithuania
0.7,2011,10.8,Lithuania
0.7,2012,10.8,Lithuania
0.7,2013,10.5,Lithuania
0.7,2014,10.3,Lithuania
0.7,2015,10.4,Lithuania
0.7,2016,10.5,Lithuania
0.7,2017,10.3,Lithuania
0.7,2018,10.4,Lithuania
0.7,2019,10.5,Lithuania
0.7,2020,10.3,Lithuania
0.7,2021,10.2,Lithuania
0.7,1995,10.0,Luxembourg
0.7,1996,11.0,Luxembourg
0.7,1997,11.0,Luxembourg
0.7,1998,11.0,Luxembourg
0.7,1999,10.0,Luxembourg
0.7,2000,11.0,Luxembourg
0.7,2001,11.0,Luxembourg
0.7,2003,10.3,Luxembourg
0.7,2004,10.6,Luxembourg
0.7,2005,10.5,Luxembourg
0.7,2006,10.5,Luxembourg
0.7,2007,10.6,Luxembourg
0.7,2008,10.5,Luxembourg
0.7,2009,10.4,Luxembourg
0.7,2010,10.7,Luxembourg
0.7,2011,10.8,Luxembourg
0.7,2012,10.7,Luxembourg
0.7,2013,10.4,Luxembourg
0.7,2014,10.7,Luxembourg
0.7,2015,10.6,Luxembourg
0.7,2016,10.8,Luxembourg
0.7,2017,10.8,Luxembourg
0.7,2018,10.6,Luxembourg
0.7,2019,10.5,Luxembourg
0.7,2020,10.7,Luxembourg
0.7,2021,10.8,Luxembourg
0.7,2005,10.3,Latvia
0.7,2006,10.3,Latvia
0.7,2007,10.6,Latvia
0.7,2008,10.7,Latvia
0.7,2009,10.7,Latvia
0.7,2010,10.4,Latvia
0.7,2011,10.6,Latvia
0.7,2012,10.4,Latvia
0.7,2013,10.6,Latvia
0.7,2014,10.4,Latvia
0.7,2015,10.6,Latvia
0.7,2016,10.7,Latvia
0.7,2017,10.9,Latvia
0.7,2018,10.8,Latvia
0.7,2019,10.6,Latvia
0.7,2020,10.6,Latvia
0.7,2021,10.6,Latvia
0.7,2013,11.0,Montenegro
0.7,2014,11.4,Montenegro
0.7,2015,11.0,Montenegro
0.7,2016,11.0,Montenegro
0.7,2017,10.5,Montenegro
0.7,2018,11.2,Montenegro
0.7,2019,11.2,Montenegro
0.7,2020,11.0,Montenegro
0.7,2012,11.0,North Macedonia
0.7,2013,11.0,North Macedonia
0.7,2014,11.1,North Macedonia
0.7,2015,11.2,North Macedonia
0.7,2016,11.1,North Macedonia
0.7,2017,11.4,North Macedonia
0.7,2018,11.4,North Macedonia
0.7,2019,11.5,North Macedonia
0.7,2020,11.5,North Macedonia
0.7,2005,10.9,Malta
0.7,2006,10.8,Malta
0.7,2007,10.8,Malta
0.7,2008,10.8,Malta
0.7,2009,10.9,Malta
0.7,2010,10.6,Malta
0.7,2011,10.8,Malta
0.7,2012,10.7,Malta
0.7,2013,10.7,Malta
0.7,2014,10.7,Malta
0.7,2015,10.7,Malta
0.7,2016,10.6,Malta
0.7,2017,10.7,Malta
0.7,2018,10.7,Malta
0.7,2019,10.7,Malta
0.7,2020,10.5,Malta
0.7,2021,10.6,Malta
0.7,1995,10.0,Netherlands
0.7,1996,10.0,Netherlands
0.7,1997,10.0,Netherlands
0.7,1998,11.0,Netherlands
0.7,1999,11.0,Netherlands
0.7,2000,11.0,Netherlands
0.7,2001,11.0,Netherlands
0.7,2005,10.5,Netherlands
0.7,2006,10.5,Netherlands
0.7,2007,10.3,Netherlands
0.7,2008,10.3,Netherlands
0.7,2009,10.3,Netherlands
0.7,2010,10.5,Netherlands
0.7,2011,10.6,Netherlands
0.7,2012,10.5,Netherlands
0.7,2013,10.5,Netherlands
0.7,2014,10.6,Netherlands
0.7,2015,10.4,Netherlands
0.7,2016,10.6,Netherlands
0.7,2017,10.6,Netherlands
0.7,2018,10.6,Netherlands
0.7,2019,10.6,Netherlands
0.7,2020,10.4,Netherlands
0.7,2021,10.7,Netherlands
0.7,2003,10.1,Norway
0.7,2004,10.3,Norway
0.7,2005,10.0,Norway
0.7,2006,10.2,Norway
0.7,2007,10.8,Norway
0.7,2008,10.6,Norway
0.7,2009,10.6,Norway
0.7,2010,10.7,Norway
0.7,2011,10.7,Norway
0.7,2012,10.7,Norway
0.7,2013,10.8,Norway
0.7,2014,10.6,Norway
0.7,2015,10.7,Norway
0.7,2016,10.6,Norway
0.7,2017,10.6,Norway
0.7,2018,10.7,Norway
0.7,2019,10.7,Norway
0.7,2020,10.6,Norway
0.7,2005,10.3,Poland
0.7,2006,10.5,Poland
0.7,2007,10.3,Poland
0.7,2008,10.3,Poland
0.7,2009,10.4,Poland
0.7,2010,10.5,Poland
0.7,2011,10.5,Poland
0.7,2012,10.5,Poland
0.7,2013,10.5,Poland
0.7,2014,10.5,Poland
0.7,2015,10.5,Poland
0.7,2016,10.7,Poland
0.7,2017,10.4,Poland
0.7,2018,10.6,Poland
0.7,2019,10.6,Poland
0.7,2020,10.7,Poland
0.7,2021,10.8,Poland
0.7,1995,10.0,Portugal
0.7,1996,10.0,Portugal
0.7,1997,10.0,Portugal
0.7,1998,10.0,Portugal
0.7,1999,10.0,Portugal
0.7,2000,10.0,Portugal
0.7,2001,10.0,Portugal
0.7,2004,9.8,Portugal
0.7,2005,9.5,Portugal
0.7,2006,9.5,Portugal
0.7,2007,9.9,Portugal
0.7,2008,9.9,Portugal
0.7,2009,9.9,Portugal
0.7,2010,10.2,Portugal
0.7,2011,10.1,Portugal
0.7,2012,10.0,Portugal
0.7,2013,10.3,Portugal
0.7,2014,10.3,Portugal
0.7,2015,10.3,Portugal
0.7,2016,10.3,Portugal
0.7,2017,10.2,Portugal
0.7,2018,10.3,Portugal
0.7,2019,10.3,Portugal
0.7,2020,10.3,Portugal
0.7,2021,10.3,Portugal
0.7,2007,10.4,Romania
0.7,2008,10.6,Romania
0.7,2009,10.7,Romania
0.7,2010,10.8,Romania
0.7,2011,10.9,Romania
0.7,2012,11.0,Romania
0.7,2013,10.9,Romania
0.7,2014,11.0,Romania
0.7,2015,10.8,Romania
0.7,2016,11.2,Romania
0.7,2017,11.3,Romania
0.7,2018,11.2,Romania
0.7,2019,10.9,Romania
0.7,2020,11.2,Romania
0.7,2021,11.2,Romania
0.7,2013,10.8,Serbia
0.7,2014,11.1,Serbia
0.7,2015,11.4,Serbia
0.7,2016,10.9,Serbia
0.7,2017,11.0,Serbia
0.7,2018,11.1,Serbia
0.7,2019,11.0,Serbia
0.7,2020,10.7,Serbia
0.7,2004,10.9,Sweden
0.7,2005,10.7,Sweden
0.7,2006,10.9,Sweden
0.7,2007,10.7,Sweden
0.7,2008,10.9,Sweden
0.7,2009,10.8,Sweden
0.7,2010,10.9,Sweden
0.7,2011,11.0,Sweden
0.7,2012,11.0,Sweden
0.7,2013,10.9,Sweden
0.7,2014,10.9,Sweden
0.7,2015,10.9,Sweden
0.7,2016,10.9,Sweden
0.7,2017,10.8,Sweden
0.7,2018,10.9,Sweden
0.7,2019,11.0,Sweden
0.7,2020,11.0,Sweden
0.7,2021,10.9,Sweden
0.7,2005,10.7,Slovenia
0.7,2006,10.7,Slovenia
0.7,2007,10.8,Slovenia
0.7,2008,10.7,Slovenia
0.7,2009,10.8,Slovenia
0.7,2010,10.8,Slovenia
0.7,2011,10.8,Slovenia
0.7,2012,10.9,Slovenia
0.7,2013,10.8,Slovenia
0.7,2014,10.8,Slovenia
0.7,2015,10.8,Slovenia
0.7,2016,10.9,Slovenia
0.7,2017,10.8,Slovenia
0.7,2018,10.8,Slovenia
0.7,2019,10.7,Slovenia
0.7,2020,10.8,Slovenia
0.7,2021,10.7,Slovenia
0.7,2005,10.6,Slovakia
0.7,2006,10.0,Slovakia
0.7,2007,10.6,Slovakia
0.7,2008,10.7,Slovakia
0.7,2009,10.6,Slovakia
0.7,2010,10.7,Slovakia
0.7,2011,10.7,Slovakia
0.7,2012,10.9,Slovakia
0.7,2013,10.9,Slovakia
0.7,2014,10.6,Slovakia
0.7,2015,11.0,Slovakia
0.7,2016,10.9,Slovakia
0.7,2017,10.9,Slovakia
0.7,2018,11.1,Slovakia
0.7,2019,11.0,Slovakia
0.7,2020,11.1,Slovakia
0.7,2006,9.6,Türkiye
0.7,2007,9.5,Türkiye
0.7,2008,9.6,Türkiye
0.7,2009,9.4,Türkiye
0.7,2010,9.6,Türkiye
0.7,2011,9.5,Türkiye
0.7,2012,9.6,Türkiye
0.7,2013,9.5,Türkiye
0.7,2014,9.6,Türkiye
0.7,2015,9.5,Türkiye
0.7,2016,9.3,Türkiye
0.7,2017,9.2,Türkiye
0.7,2018,9.2,Türkiye
0.7,2019,9.5,Türkiye
0.7,2020,9.3,Türkiye
0.7,1995,11.0,United Kingdom
0.7,1996,11.0,United Kingdom
0.7,1997,11.0,United Kingdom
0.7,1998,11.0,United Kingdom
0.7,1999,11.0,United Kingdom
0.7,2000,11.0,United Kingdom
0.7,2001,11.0,United Kingdom
0.7,2005,10.3,United Kingdom
0.7,2006,10.6,United Kingdom
0.7,2007,10.4,United Kingdom
0.7,2008,10.3,United Kingdom
0.7,2009,10.3,United Kingdom
0.7,2010,10.4,United Kingdom
0.7,2011,10.3,United Kingdom
0.7,2012,10.5,United Kingdom
0.7,2013,10.6,United Kingdom
0.7,2014,10.7,United Kingdom
0.7,2015,10.5,United Kingdom
0.7,2016,10.6,United Kingdom
0.7,2017,10.3,United Kingdom
0.7,2018,10.4,United Kingdom
0.7,2018,10.6,Kosovo (under United Nations Security Council Resolution 1244/99)
0.8,2017,12.9,Albania
0.8,2018,12.9,Albania
0.8,2019,12.8,Albania
0.8,2020,12.7,Albania
0.8,1995,12.0,Austria
0.8,1996,12.0,Austria
0.8,1997,12.0,Austria
0.8,1998,12.0,Austria
0.8,1999,12.0,Austria
0.8,2000,12.0,Austria
0.8,2001,12.0,Austria
0.8,2003,11.9,Austria
0.8,2004,12.0,Austria
0.8,2005,11.8,Austria
0.8,2006,12.0,Austria
0.8,2007,11.9,Austria
0.8,2008,12.1,Austria
0.8,2009,12.0,Austria
0.8,2010,11.9,Austria
0.8,2011,12.1,Austria
0.8,2012,12.0,Austria
0.8,2013,12.1,Austria
0.8,2014,11.9,Austria
0.8,2015,12.0,Austria
0.8,2016,12.1,Austria
0.8,2017,12.1,Austria
0.8,2018,12.0,Austria
0.8,2019,12.0,Austria
0.8,2020,12.1,Austria
0.8,2021,12.1,Austria
0.8,1995,12.0,Belgium
0.8,1996,12.0,Belgium
0.8,1997,12.0,Belgium
0.8,1998,12.0,Belgium
0.8,1999,11.0,Belgium
0.8,2000,11.0,Belgium
0.8,2001,12.0,Belgium
0.8,2003,12.2,Belgium
0.8,2004,12.3,Belgium
0.8,2005,11.9,Belgium
0.8,2006,12.0,Belgium
0.8,2007,12.2,Belgium
0.8,2008,12.1,Belgium
0.8,2009,12.2,Belgium
0.8,2010,12.2,Belgium
0.8,2011,12.2,Belgium
0.8,2012,12.4,Belgium
0.8,2013,12.3,Belgium
0.8,2014,12.4,Belgium
0.8,2015,12.3,Belgium
0.8,2016,12.5,Belgium
0.8,2017,12.3,Belgium
0.8,2018,12.4,Belgium
0.8,2019,12.1,Belgium
0.8,2020,12.0,Belgium
0.8,2021,12.1,Belgium
0.8,2006,12.4,Bulgaria
0.8,2007,12.6,Bulgaria
0.8,2008,12.4,Bulgaria
0.8,2009,12.5,Bulgaria
0.8,2010,12.4,Bulgaria
0.8,2011,12.4,Bulgaria
0.8,2012,12.3,Bulgaria
0.8,2013,12.1,Bulgaria
0.8,2014,12.2,Bulgaria
0.8,2015,12.1,Bulgaria
0.8,2016,12.4,Bulgaria
0.8,2017,11.9,Bulgaria
0.8,2018,11.8,Bulgaria
0.8,2019,11.6,Bulgaria
0.8,2020,11.9,Bulgaria
0.8,2021,11.6,Bulgaria
0.8,2007,11.9,Switzerland
0.8,2008,11.8,Switzerland
0.8,2009,12.0,Switzerland
0.8,2010,12.0,Switzerland
0.8,2011,11.9,Switzerland
0.8,2012,12.1,Switzerland
0.8,2013,11.9,Switzerland
0.8,2014,11.9,Switzerland
0.8,2015,11.9,Switzerland
0.8,2016,11.9,Switzerland
0.8,2017,11.8,Switzerland
0.8,2018,11.9,Switzerland
0.8,2019,11.9,Switzerland
0.8,2020,11.9,Switzerland
0.8,2005,12.2,Cyprus
0.8,2006,11.9,Cyprus
0.8,2007,11.7,Cyprus
0.8,2008,12.0,Cyprus
0.8,2009,11.9,Cyprus
0.8,2010,11.9,Cyprus
0.8,2011,12.0,Cyprus
0.8,2012,11.9,Cyprus
0.8,2013,11.7,Cyprus
0.8,2014,11.5,Cyprus
0.8,2015,11.8,Cyprus
0.8,2016,11.9,Cyprus
0.8,2017,11.9,Cyprus
0.8,2018,11.9,Cyprus
0.8,2019,11.5,Cyprus
0.8,2020,11.8,Cyprus
0.8,2021,11.7,Cyprus
0.8,2005,11.8,Czechia
0.8,2006,11.6,Czechia
0.8,2007,11.7,Czechia
0.8,2008,11.6,Czechia
0.8,2009,11.5,Czechia
0.8,2010,11.6,Czechia
0.8,2011,11.7,Czechia
0.8,2012,11.6,Czechia
0.8,2013,11.6,Czechia
0.8,2014,11.5,Czechia
0.8,2015,11.7,Czechia
0.8,2016,11.7,Czechia
0.8,2017,11.7,Czechia
0.8,2018,11.8,Czechia
0.8,2019,11.9,Czechia
0.8,2020,12.0,Czechia
0.8,2021,11.7,Czechia
0.8,1995,12.0,Germany (until 1990 former territory of the FRG)
0.8,1996,12.0,Germany (until 1990 former territory of the FRG)
0.8,1997,12.0,Germany (until 1990 former territory of the FRG)
0.8,1998,12.0,Germany (until 1990 former territory of the FRG)
0.8,1999,12.0,Germany (until 1990 former territory of the FRG)
0.8,2000,12.0,Germany (until 1990 former territory of the FRG)
0.8,2001,12.0,Germany (until 1990 former territory of the FRG)
0.8,2005,11.7,Germany (until 1990 former territory of the FRG)
0.8,2006,11.8,Germany (until 1990 former territory of the FRG)
0.8,2007,12.0,Germany (until 1990 former territory of the FRG)
0.8,2008,11.9,Germany (until 1990 former territory of the FRG)
0.8,2009,12.0,Germany (until 1990 former territory of the FRG)
0.8,2010,12.0,Germany (until 1990 former territory of the FRG)
0.8,2011,12.2,Germany (until 1990 former territory of the FRG)
0.8,2012,12.2,Germany (until 1990 former territory of the FRG)
0.8,2013,12.1,Germany (until 1990 former territory of the FRG)
0.8,2014,12.3,Germany (until 1990 former territory of the FRG)
0.8,2015,12.2,Germany (until 1990 former territory of the FRG)
0.8,2016,12.2,Germany (until 1990 former territory of the FRG)
0.8,2017,12.1,Germany (until 1990 former territory of the FRG)
0.8,2018,12.0,Germany (until 1990 former territory of the FRG)
0.8,2019,12.1,Germany (until 1990 former territory of the FRG)
0.8,2020,12.0,Germany (until 1990 former territory of the FRG)
0.8,2021,12.1,Germany (until 1990 former territory of the FRG)
0.8,2003,11.8,Denmark
0.8,2004,11.8,Denmark
0.8,2005,12.0,Denmark
0.8,2006,11.9,Denmark
0.8,2007,11.9,Denmark
0.8,2008,11.8,Denmark
0.8,2009,12.3,Denmark
0.8,2010,12.3,Denmark
0.8,2011,12.0,Denmark
0.8,2012,11.9,Denmark
0.8,2013,11.9,Denmark
0.8,2014,11.8,Denmark
0.8,2015,11.8,Denmark
0.8,2016,11.7,Denmark
0.8,2017,11.8,Denmark
0.8,2018,11.8,Denmark
0.8,2019,11.9,Denmark
0.8,2020,11.7,Denmark
0.8,2021,11.8,Denmark
0.8,2008,12.0,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"
0.8,2009,12.1,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"
